name,address,city,phone,website,email,rating,reviews_count,type,business_status
Boulangerie ATELIER GOURMAND REIMS,"24 Rue de l'Étape, 51100 Reims",Reims,,,,3.9,267,boulangerie,
La Champêtre,"75 Bd Charles Arnould, 51100 Reims",Reims,,,,4,421,restaurant,
Boulangerie Sainte-Clotilde,"31 Rue de Verzy, 51100 Reims",Reims,,,,3.8,211,boulangerie,
La Pétrie,"6 Av. Jean Jaurès, 51100 Reims",Reims,,,,4.3,73,restaurant,
La Fournée Croquante,"100 Rue Gambetta, 51100 Reims",Reims,,,,3.9,258,restaurant,
Le Feuilletine,"104 Rue des Romains, 51100 Reims",Reims,,,,4.1,173,restaurant,
Francis B,"9 Rue du Barbâtre, 51100 Reims",Reims,,,,4.6,225,restaurant,
Ange&D’lys,"44 Rue Jacquart, 51100 Reims",Reims,,,,4.2,174,restaurant,
Boulangerie Mozart,"13 Pl. Mozart, 51100 Reims",Reims,,,,3.7,381,boulangerie,
Boulangerie Pâtisserie RAIS,"173 Rue de Neufchâtel, 51100 Reims",Reims,,,,4.4,94,boulangerie,
André,"108 Rue de Cernay, 51100 Reims",Reims,,,,4.3,191,restaurant,
Le fournil du jard,"85 Rue du Jard, 51100 Reims",Reims,,,,4.2,154,restaurant,
BOILEAU Nathalie & Eddy,"18 Rue Thiers, 51420 Cernay-lès-Reims",Reims,,,,4.2,82,restaurant,
Boulangerie Pâtisserie MT,"4 Rue de l'Université, 51100 Reims",Reims,,,,4.6,28,boulangerie,
Au Fournil Sainte Anne,"64 Rue Clovis Chezel, 51100 Reims",Reims,,,,4.2,57,restaurant,
Le Macaron Bleu,"95 Rue Louis Néel, 51430 Bezannes",Reims,,,,4.3,900,restaurant,
Boulangerie Amoud,"113 Rue Roger Salengro, 51100 Reims",Reims,,,,4,123,boulangerie,
Boulangerie Louise,"ZAC Croix Blandin, Rue Jacques de La Giraudière, 51100 Reims",Reims,,,,3.9,574,boulangerie,
M de Luton,"69 Pl. Luton, 51100 Reims",Reims,,,,4.4,205,restaurant,
Boulangerie La Petrie Johnatan Et Sandra,"164 Av. Jean Jaurès, 51100 Reims",Reims,,,,4.5,177,boulangerie,
Boulangerie-Pâtisserie Lefort.,"4 Rue de l'Université, 51100 Reims",Reims,,,,4.4,63,boulangerie,
Aux Merveilleux de Fred,"3 Rue de Mars, 51100 Reims",Reims,,,,4.4,135,restaurant,
Kuro' de Gisa,"44 Rue du Jard, 51100 Reims",Reims,,,,5,65,restaurant,
Les desserts de So,"5 Rue du Dauphiné, 51100 Reims",Reims,,,,5,28,restaurant,
Maison Caffet - Chocolatier Pâtissier - Reims,"34 Rue de Mars, 51100 Reims",Reims,,,,4.7,201,restaurant,
Case à pain FORVM,"5 Pl. du Forum, 51100 Reims",Reims,,,,4.3,812,restaurant,
Boulangerie de l'Europe,"1 Rue Louis Verel, 51100 Reims",Reims,,,,4.1,133,boulangerie,
Boulangerie Banette Lea D.,"55 Rue Pierre Taittinger, 51100 Reims",Reims,,,,3.3,160,boulangerie,
ODELICE DE REIMS,"135 Rue Camille Lenoir, 51100 Reims",Reims,,,,3.9,15,restaurant,
Boulangerie du Chalet,"112 Rue du Chalet, 51100 Reims",Reims,,,,4.4,7,boulangerie,
Jefe Burger Reims,"104 Bd Charles Arnould, 51100 Reims",Reims,,,,4.3,84,burger,
Alfred Burger,"6 Pl. Myron Herrick, 51100 Reims",Reims,,,,4.6,215,burger,
Un Citronnier Sur La Lune,"25 Pass. Talleyrand, 51100 Reims",Reims,,,,5,25,restaurant,
La Boheme Reims,"31 Rue de Chativesle, 51100 Reims",Reims,,,,4.2,119,restaurant,
Les Cornichons,"13 Rue du Général Sarrail, 51100 Reims",Reims,,,,4.4,834,restaurant,
Burger'S Vaise,"51 Rue de St Cyr, 69009 Lyon",Reims,,,,4.9,42,burger,
Oh Caribou !,"24 Rue Gambetta, 51100 Reims",Reims,,,,4.4,73,restaurant,
Bleu blanc rouge burger,"71 Pl. Drouet d'Erlon, 51100 Reims",Reims,,,,,,burger,
The Market Brew House,"48 Rue de Mars, 51100 Reims",Reims,,,,4.6,1132,restaurant,
Frite @ French,"21 Av. Henri Farman, 51100 Reims",Reims,,,,4.6,414,restaurant,
The Glue Pot,"49 Pl. Drouet d'Erlon, 51100 Reims",Reims,,,,4.2,744,restaurant,
Le Dropkick Bar Reims,"15 Rue du Colonel Fabien, 51100 Reims",Reims,,,,4.6,951,restaurant,
Copain Comme Cochon,"23 bis Rue du Temple, 51100 Reims",Reims,,,,4.6,354,restaurant,
Du côté de chez Swan ( food truck ),"Pl. de l'Église, 51100 Reims",Reims,,,,4.9,43,food-truck,
Un Truck De Food,"7 Quai Gaignot, 08300 Rethel",Reims,,,,4.8,18,restaurant,
The Mother Road - Food Truck,"14 Rue des Cumines, 51390 Vrigny",Reims,,,,4.6,144,food-truck,
Chez Jeanne food truck,"Le Mont Chainqueux, 51370 Les Mesneux",Reims,,,,4.8,87,food-truck,
HOT AMERICAIN,"Av. Jacques de Bohan, 51500 Saint-Léonard",Reims,,,,4.8,26,restaurant,
K'pizza Food Truck,"46 Av. du 29 Août 1944, 51430 Tinqueux",Reims,,,,5,12,pizzeria,
ONLY FOOD FACTORY,"5 All. Yves Gandon, 51100 Reims",Reims,,,,3.9,15,restaurant,
The Daltons Canteen,"Rond Point, Av. des Nelmonts, 51420 Witry-lès-Reims",Reims,,,,4.9,43,restaurant,
L'Instant | Food Truck | Burgers et Américains feu de bois,"21 Rue de la Halle, 02820 Montaigu",Reims,,,,4.8,14,burger,
The mother road,51420 Witry-lès-Reims,Reims,,,,4.5,2,restaurant,
La Pizza Champenoise - Foodtruck,"23 Rue Saint-Jean, 51480 Cumières",Reims,,,,4.8,16,pizzeria,
Autour du Cru,"8 bis Rue de la Preuse, 51480 Courtagnon",Reims,,,,4.7,12,restaurant,
Popote en Roulotte - Food Truck,"Rue de Dormans, 51390 Pargny-lès-Reims",Reims,,,,,,food-truck,
The Pink Rabbit Food Truck,"Siège social (pas de service, 7 Rue des Tuileries, 68230 Turckheim",Reims,,,,4.9,102,food-truck,
Food-truck,"36 Rue Aristide Fricoteaux, 02800 Anguilcourt-le-Sart",Reims,,,,4.5,2,restaurant,
Food Truck Djah,"Sq. Labedoyere, 02310 Nogent-l'Artaud",Reims,,,,5,2,food-truck,
Pâté croûte MJM,"79 bis Av. du 29 Août 1944, 51430 Tinqueux",Reims,,,,4.9,97,restaurant,
You trucking to me ? Food truck traiteur,"12 Rue de Marizy, 02460 Troësnes",Reims,,,,5,2,food-truck,
"Pizza Flo, food truck événementiel","7 Pl. Rochechouart, 02320 Anizy-le-Grand",Reims,,,,4.7,152,pizzeria,
Le Bon Truck,"16 Rue Rosa Luxemburg, 51100 Reims",Reims,,,,,,restaurant,
Nosh,"7 Rue de l'Arbalète, 51100 Reims",Reims,,,,4.6,274,restaurant,
Marcel & Jane,"99 Rue Gambetta, 51100 Reims",Reims,,,,4.2,302,restaurant,
Asie 51,"195 bis Av. Jean Jaurès, 51100 Reims",Reims,,,,4,60,restaurant,
PŌPOKI,"20 Rue de Chastillon, 51000 Châlons-en-Champagne",Reims,,,,4.8,345,restaurant,
Côté Sushi Reims,"7 Pl. du Forum, 51100 Reims",Reims,,,,4.2,2049,japonais,
Flaveur,"15 Bd Paul Doumer, 51100 Reims",Reims,,,,4.8,255,restaurant,
La Mian,"102 Rue Chanzy, 51100 Reims",Reims,,,,4.7,119,restaurant,
Anatolie grill,"8 Rue Jacques Maritain, 51100 Reims",Reims,,,,4.8,36,restaurant,
OZZO RESTAURANT,"4 Rue Henri Rol Tanguy, 51100 Bétheny",Reims,,,,4.3,82,restaurant,
Tex mex 51,"2 Rue Jeanne Jugan, 51100 Reims",Reims,,,,4.9,63,restaurant,
L’étoilé Kashmir indian,"72 Rue Émile Zola, 51100 Reims",Reims,,,,4.3,587,restaurant,
Restaurant la Medina,"13 Rue de Chativesle, 51100 Reims",Reims,,,,4.6,470,restaurant,
La Gazelle,"13 Av. Jean Jaurès, 51100 Reims",Reims,,,,4.7,302,restaurant,
PACHA GRILL,"34 Av. de Reims, 02200 Soissons",Reims,,,,4.7,272,restaurant,
Epices et tout,"13 Rue de Courcelles, 51100 Reims",Reims,,,,4.7,268,restaurant,
Ô MAFÉ 51,"33 Av. de Laon, 51100 Reims",Reims,,,,4.4,188,restaurant,
O'malo Saint-Brice-Courcelles,"11 Rue du Mont César, 51370 Saint-Brice-Courcelles",Reims,,,,4.2,1429,restaurant,
Shin'zen,"1 Pl. Stalingrad, 51100 Reims",Reims,,,,4.7,786,restaurant,
Restaurant Royal grill,"11 Av. Ernest Vallé, 51200 Épernay",Reims,,,,4.7,336,restaurant,
Müsfat Grill,"73 Rue Fbg Saint-Nicolas, 77100 Meaux",Reims,,,,4.8,269,restaurant,
Istanbul Grill - Restaurant Turc Broche Kebab fait maison,"8 Rue du Faubourg, 77260 La Ferté-sous-Jouarre",Reims,,,,4.5,155,kebab,
La table de Laon restaurant oriental spécialités algérienne hôtel,"354 Av. de Laon, 51100 Reims",Reims,,,,4.8,80,oriental,
"La Rose Des Sables, Allo Couscous","152 Bis Bd Saint-Marceaux, 51100 Reims",Reims,,,,5,2,oriental,
LE DEMNATI,"109 Av. de Laon, 51100 Reims",Reims,,,,4.9,68,restaurant,
Délice Oriental,"1 Rue Jeanne Jugan, 51100 Reims",Reims,,,,5,1,oriental,
TETRA MACK & CO,"6 Av. de Laon, 51100 Reims",Reims,,,,5,289,restaurant,
Oasis vert / restaurant oriental / 100% fait maison,"5b Rue de la Maison Blanche, 51100 Reims",Reims,,,,3.9,16,oriental,
KWABO,"31 Rue de Courcelles, 51100 Reims",Reims,,,,5,186,restaurant,
Le Bambi,"24 Rue Chanzy, 51100 Reims",Reims,,,,4.7,352,restaurant,
Au fil des saisons,"13 Rue Courmeaux, 51100 Reims",Reims,,,,4.5,66,restaurant,
Restaurant Municipal,"52-54 Rue de Talleyrand, 51100 Reims",Reims,,,,4.9,7,restaurant,
Monsieur le Zinc - Reims,"6 Rue des Capucins, 51100 Reims",Reims,,,,4.9,284,restaurant,
SEOUL REIMS,"90 Pl. Drouet d'Erlon, 51100 Reims",Reims,,,,4.6,445,restaurant,
Le Petit Vatel,"139 Rue de Neufchâtel, 51100 Reims",Reims,,,,4.5,117,restaurant,
Samjia,"32 Rue Colbert, 51100 Reims",Reims,,,,4.6,426,restaurant,
Gabrielle Bar & Lounge,"11 Rue des Fuseliers, 51100 Reims",Reims,,,,4.5,93,restaurant,
Le Bocal de la poissonnerie des halles,"27 Rue de Mars, 51100 Reims",Reims,,,,4.5,296,poissonnerie,
Vapeurs et gourmandises,"22 Pl. du Forum, 51100 Reims",Reims,,,,4.7,424,restaurant,
Le Luxor,"103 Rue de Neufchâtel, 51100 Reims",Reims,,,,4.4,206,restaurant,
Carnival Reims,"18 Bd d'Alsace Lorraine, 51350 Cormontreuil",Reims,,,,4.5,9058,restaurant,
Roast Cafe,"19 Rue de Neufchâtel, 51100 Reims",Reims,,,,4.8,793,restaurant,
BoN’aan Petit,"2 Pl. du 30 Août 1944, 51100 Reims",Reims,,,,4.9,72,restaurant,
CROUSTY & SMASH,"27 Rue Émile Zola, 51100 Reims",Reims,,,,4.5,10,restaurant,
Sacré Ka,"44 Rue Gambetta, 51100 Reims",Reims,,,,4.8,85,restaurant,
Punjab Reims,"6 Rue en Mémoire des Harkis, 51100 Reims",Reims,,,,4.4,1938,restaurant,
Resto Afghan,"60 Rue Clovis Chezel, 51100 Reims",Reims,,,,4.3,19,restaurant,
Restaurant Asiatique Feifei,"9 Rue Jacques de La Giraudière, 51100 Reims",Reims,,,,4.2,2230,restaurant,
Shiva,"99 Rue de Courlancy, 51100 Reims",Reims,,,,4.9,587,restaurant,
Taj Mahal Restaurant Indien,"87 Pl. Drouet d'Erlon, 51100 Reims",Reims,,,,3.9,876,indien,
JĀP ~ THAÏ Reims,"29 Rue de Courlancy, 51100 Reims",Reims,,,,4.5,470,restaurant,
PRIMEURS NUMIDIA,"10 Av. du Président Kennedy, 51100 Reims",Reims,,,,5,1,restaurant,
Zhangliang malatang,"1 Rue Eugène Desteuque, 51100 Reims",Reims,,,,4.6,845,restaurant,
Euro D'asie,"52 Av. Sarah Bernhardt, 51430 Tinqueux",Reims,,,,4.1,881,restaurant,
Tip Khao,"170 Rue de Vesle, 51100 Reims",Reims,,,,5,233,restaurant,
meishi daily （restaurant et traiteur evenementiel）,"11 Rue de Fismes, 51100 Reims",Reims,,,,4.5,315,traiteur,
Délices D'Asie,"131 Av. Jean Jaurès, 51100 Reims",Reims,,,,4.2,252,restaurant,
Red's,"Parking Leclerc, 51500 Champfleury",Reims,,,,4.4,713,restaurant,
LE LOTUS D'OR,"39 Rue de Venise, 51100 Reims",Reims,,,,4.4,100,restaurant,
Au Soleil d'Asie,"3Bis Rue Lesage, 51100 Reims",Reims,,,,4.8,285,restaurant,
Saïgon Cà phê,"33 Pl. Drouet d'Erlon, 51100 Reims",Reims,,,,4.3,651,restaurant,
Genki,"36 Rue Chanzy, 51100 Reims",Reims,,,,4.7,979,restaurant,
Le Royal D'Asie,"Les Bas Jardins, 51530 Dizy",Reims,,,,4.2,1361,restaurant,
Sushido,"62 Rue Gambetta, 51100 Reims",Reims,,,,4.5,405,japonais,
Thai'shi,"221 Av. Jean Jaurès, 51100 Reims",Reims,,,,4.3,231,thai,
Baan Thaï Restaurant Thailandais,"4 Av. Gabriel Péri, 51430 Tinqueux",Reims,,,,4.9,277,thai,
Kyodo Sushi,"130 Av. de Laon, 51100 Reims",Reims,,,,4.5,847,japonais,
Cook d’Asie,"14 All. Yves Gandon, 51100 Reims",Reims,,,,4.4,13,restaurant,
Asia Market,"3 Av. du Roussillon, 51350 Cormontreuil",Reims,,,,4.8,369,restaurant,
Le P'tit Viet,"11 Rue Condorcet, 51100 Reims",Reims,,,,4.5,89,restaurant,
SAKURAA SUSHI THAÏ REIMS,"8 Rue Edouard Mignot, 51100 Reims",Reims,,,,4.3,44,japonais,
Au Petit Encas,"Champagne-Ardenne, 64 Av. Jean Jaurès, 51100 Reims",Reims,,,,4.9,85,restaurant,
Fu King,"5 Rue Jacques de La Giraudière, 51100 Reims",Reims,,,,1.4,171,restaurant,
Hoang Van,"54 Av. Jean Jaurès, 51100 Reims",Reims,,,,4.6,300,restaurant,
O SUSHI,"3 Av. de Laon, 51100 Reims",Reims,,,,4.8,301,japonais,
L'Asie,"153 Av. Jean Jaurès, 51100 Reims",Reims,,,,4.5,242,restaurant,
Red's Traiteur,"8 Rue de Vesle, 51100 Reims",Reims,,,,3.3,200,traiteur,
Asia Store,"1 Rue de Cernay, 51100 Reims",Reims,,,,4.8,54,restaurant,
Meetist,"18 Rue de l'Étape, 51100 Reims",Reims,,,,4.1,161,restaurant,
Sushi salmon,"129 Rue de Vesle, 51100 Reims",Reims,,,,4.8,147,japonais,
Atlantis - Buffet a volonté,"Av. des Goisses, 51350 Cormontreuil",Reims,,,,4.7,16002,restaurant,
Genki Bento Atelier,"17 Av. Jean Jaurès, 51100 Reims",Reims,,,,4.9,67,restaurant,
Raku Ramen,"161 Rue de Vesle, 51100 Reims",Reims,,,,4.7,229,japonais,
Soha sushi,"47 Rue Camille Lenoir, 51100 Reims",Reims,,,,4.7,78,japonais,
Yumemi Sake et Bulles,"36 Rue des Élus, 51100 Reims",Reims,,,,5,1,restaurant,
Côté Sushi Reims Cormontreuil,"OPEN PARK, Bd d'Alsace Lorraine Cellule N, 51350 Cormontreuil",Reims,,,,4.4,66,japonais,
Sushi Daily Reims Tinqueux,"51370 Thillois, France",Reims,,,,4.9,81,japonais,
Sushi Daily,"Rue Jacques de La Giraudière ž, 51100 Reims",Reims,,,,5,2,japonais,
KALY SUSHI CHAMPIGNY,"13 Rue de la Garenne, 51370 Champigny",Reims,,,,4.8,97,japonais,
Wasa Sushi,"La Croix Maurencienne, 51370 Saint-Brice-Courcelles",Reims,,,,3.5,54,japonais,
Ibis Budget Reims Thillois,"Parc Millésime, N31, 51370 Thillois",Reims,,,,4.2,1336,restaurant,
Hôtel Akena Reims,"79 Rue Alfred Kastler, 51430 Bezannes",Reims,,,,4.5,1498,restaurant,
Out Fry - Korean Fried Chicken by Taster,"30 Rue de Courcelles, 51100 Reims",Reims,,,,3.2,24,coreen,
Flavor Express - Restaurant Vietnamien,"155 Rue de Vesle, 51100 Reims",Reims,,,,4.9,276,vietnamien,
La Cucina di Fossati,"56 Rue de Cernay, 51100 Reims",Reims,,,,4.9,184,restaurant,
L ATELIER DI PASTA,"53 Rue Louis Néel, 51430 Bezannes",Reims,,,,4.6,401,italien,
La Bottega della Villa,"7 Rue de Mars, 51100 Reims",Reims,,,,4.1,110,restaurant,
Ristorante piano,"151 Rue du Barbâtre, 51100 Reims",Reims,,,,3.6,79,restaurant,
Au piano,51100 Reims,Reims,,,,,,restaurant,
Italian Food,"221 Av. Jean Jaurès, 51100 Reims",Reims,,,,,,restaurant,
AROMA,"23 Rue du Temple 23, 51100 Reims",Reims,,,,4.4,902,restaurant,
Restoranto,"151 Rue du Barbâtre, 51100 Reims",Reims,,,,3.3,69,restaurant,
Il Fanano,"5 Rue Courmeaux, 51100 Reims",Reims,,,,4.7,55,restaurant,
Le Tradi,"4 Pl. de Lisieux, 51100 Reims",Reims,,,,4.8,45,restaurant,
Rue chanzy,"Tchip, Rue Chanzy, 51100 Reims",Reims,,,,,,restaurant,
La Boccatina,"Rue de l'Île de France, 51430 Tinqueux",Reims,,,,4.7,72,restaurant,
The Sherlock Pub - Restaurant Reims Thillois,"Rue des Ormisseaux, 51370 Thillois",Reims,,,,4.3,2816,restaurant,
Les coudes sur la table,"1 Rue des Élus, 51100 Reims",Reims,,,,4.7,547,restaurant,
Au Phonographe,"8 Rue Gabriel Voisin, 51100 Reims",Reims,,,,4.5,431,vietnamien,
Odette,"43 Bd Foch, 51100 Reims",Reims,,,,4.4,461,restaurant,
Le cenote,"34 Av. de Paris, 51100 Reims",Reims,,,,4.3,43,restaurant,
The Shop Bar Reims,"2 Bd Jules César, 51100 Reims",Reims,,,,5,56,restaurant,
Le Chai Bar à Manger,"6 Rue du Général Sarrail, 51100 Reims",Reims,,,,4.7,249,restaurant,
Le Clos,"Champagne-Ardenne, 25 Rue du Temple, 51100 Reims",Reims,,,,4.3,1303,restaurant,
Bar tapas 51,"Rte de Neufchâtel, 51220 Courcy",Reims,,,,4.8,6,espagnol,
L’AXO,"50 Rue du Jard, 51100 Reims",Reims,,,,4.8,203,restaurant,
La Grosse Bouteille,"12 Rue de Mars, 51100 Reims",Reims,,,,4.5,292,restaurant,
Monkey's Barrel House .,"5 Av. de Laon, 51100 Reims",Reims,,,,4.9,42,restaurant,
Le Daniel’s Pub,"140 Bd Dauphinot, 51100 Reims",Reims,,,,4.4,24,restaurant,
Le vin sur vingt,"14 Rue de Mars, 51100 Reims",Reims,,,,4.8,244,restaurant,
Ma Bouteille S'appelle Reviens,"3 Bd du Général Leclerc, 51100 Reims",Reims,,,,4.6,351,restaurant,
La Maison des Fléchettes,"12 Rue des Capucins, 51100 Reims",Reims,,,,4.9,119,restaurant,
Le Wine Bar by Le Vintage,"16 Pl. du Forum, 51100 Reims",Reims,,,,4.6,404,restaurant,
Le Pavé,"25 Rue de Tambour, 51100 Reims",Reims,,,,4.3,185,restaurant,
Delicias De Portugal RESTAURANT EPICERIE,"4 Rue de la Garenne, 51370 Champigny",Reims,,,,4.5,819,restaurant,
Maravilhas de Portugal,"340 Av. de Laon, 51100 Reims",Reims,,,,4.5,93,restaurant,
The Daltons Smokehouse,"4 Rue des Terres Blanches, 51370 Thillois",Reims,,,,4.7,4651,restaurant,
Multi Churrasco,"22 Rue du Général de Gaulle, 94510 La Queue-en-Brie",Reims,,,,4,1222,portugais,
La Table de la boucherie Guiset Bezannes,"53 Cr Christian Lange, 51430 Bezannes",Reims,,,,4.7,206,restaurant,
Hôtel L' Assiette Champenoise,"40 Av. Paul Vaillant-Couturier, 51430 Tinqueux",Reims,,,,4.8,1155,restaurant,
Restaurant d'entreprise SNCF,"6 Bis Rue Villeminot Huart, 51100 Reims",Reims,,,,4.5,50,restaurant,
BOOTLEGGER NESS SPEAKEASY,"4 Rue Gaston Boyer, 51100 Reims",Reims,,,,4,602,restaurant,
Un Indien dans la ville,"91 Pl. Drouet d'Erlon, 51100 Reims",Reims,,,,4.2,657,indien,
La Cantine Thaï,"121 Av. de Laon, 51100 Reims",Reims,,,,4.5,89,restaurant,
Memphis - Restaurant Diner,"ZA des Bonnières Parc Commercial, 4 Rue de la Garenne, 51370 Champigny",Reims,,,,4.3,3484,restaurant,
Streat thai,"2 Rue Jeanne Jugan, 51100 Reims",Reims,,,,4.4,113,thai,
THAI JAP,"8 Rue Bourbon, 08000 Charleville-Mézières",Reims,,,,4.7,110,thai,
Saveur d'Afrique cooking,"39 Rue Cognacq-Jay, 51100 Reims",Reims,,,,4.8,38,restaurant,
Afro Shop,"98 Rue Gambetta, 51100 Reims",Reims,,,,4.1,77,restaurant,
Forl'as,"67 Rue Charlier, 51100 Reims",Reims,,,,4.8,4,restaurant,
Chez Guessby,"1 Rue Jeanne Jugan, 51100 Reims",Reims,,,,5,1,restaurant,
Le Senat Chez La Cayenne,"312 Av. de Laon, 51100 Reims",Reims,,,,2.8,9,restaurant,
LELLO FOOD,"2 Rue Alain Polliart, 51100 Reims",Reims,,,,5,2,restaurant,
MOULI-FOOD,"Rue Verrier, 51100 Reims",Reims,,,,,,restaurant,
Alloco Show,"98 Rue Gambetta, 51100 Reims",Reims,,,,,,restaurant,
Le syphax,"66 bis Rue Clovis Chezel, 51100 Reims",Reims,,,,3.3,103,restaurant,
gokan Fast,"1 Rue Jeanne Jugan, 51100 Reims",Reims,,,,2.9,60,fast-food,
Latino Café Hôtel Restaurant Musica Club,"33 Pl. Drouet d'Erlon, 51100 Reims",Reims,,,,3.2,247,restaurant,
Fresh Burritos,"45 Pl. Drouet d'Erlon, 51100 Reims",Reims,,,,4.3,424,mexicain,
Birds and Twigs,"112 Rue de Vesle, 51100 Reims",Reims,,,,4.7,109,restaurant,
Memphis - Restaurant Diner,"25 Rue des Laps, 51350 Cormontreuil",Reims,,,,4.3,4349,restaurant,
O`Cone Pizza,"118 Rue de Vesle, 51100 Reims",Reims,,,,3.9,129,pizzeria,
FOOD HUB,"128 Rue de Vesle, 51100 Reims",Reims,,,,4.5,25,restaurant,
Allo Pizza,"92 Rue Gustave Laurent, 51100 Reims",Reims,,,,3.9,251,pizzeria,
Chicken Pizz,"31 Av. de Laon, 51100 Reims",Reims,,,,2.5,12,chicken,
Caima pizza fermer closed,"145 Av. Jean Jaurès, 51100 Reims",Reims,,,,3.9,75,pizzeria,
Boucherie 51,"289b Rue de Courlancy, 51100 Reims",Reims,,,,4.8,376,restaurant,
Mister Hot Dog,"4 Rue de Pouilly, 51100 Reims",Reims,,,,5,5,hot-dog,
Tooog : Ton Hot Dog,"7 Bd du Général Leclerc, 51100 Reims",Reims,,,,5,1,hot-dog,
ROYAL WOK GRILL,"24 Rue des Livraindières, 28100 Dreux",Reims,,,,4.3,2224,chinois,
Le Petit Carbet,"33 Av. Georges Clemenceau, 51100 Reims",Reims,,,,4.7,409,restaurant,
EXO EST,"Rue Jacques Maritain, 51100 Reims",Reims,,,,4.7,166,restaurant,
Marché D'Asie,"267 Rue de Neufchâtel, 51100 Reims",Reims,,,,4.3,51,restaurant,
L'Antre de Reims - Escape Game et Taverne Médiévale,"53 Rue Vernouillet, 51100 Reims",Reims,,,,4.9,630,restaurant,
L'Etal de la Poissonnerie des Halles,"27 Rue de Mars, 51100 Reims",Reims,,,,4.4,58,poissonnerie,
Les Vieux de la Vieille,"16 Rue du Temple, 51100 Reims",Reims,,,,4.4,369,restaurant,
Gin Pamp,"14 Rue Théodore Dubois, 51100 Reims",Reims,,,,4.2,785,restaurant,
Le Lion,"37 Pl. Drouet d'Erlon, 51100 Reims",Reims,,,,3.6,1373,restaurant,
Brice Delice Fromagerie,"92 Rue de Cernay, 51100 Reims",Reims,,,,4.7,149,restaurant,
cheese bar,"11 Rue de Mars, 51100 Reims",Reims,,,,4.6,143,restaurant,
Fromages et Vins du Boulingrin,"28 Rue de Mars, 51100 Reims",Reims,,,,4.8,87,restaurant,
La Cave aux Fromages,"12 Pl. du Forum, 51100 Reims",Reims,,,,4.4,72,restaurant,
Brice délice bar à fromage,"11 Rue de Mars, 51100 Reims",Reims,,,,4.7,9,restaurant,
Chèvre et Menthe,"63 Rue du Barbâtre, 51100 Reims",Reims,,,,4.6,526,restaurant,
Laiterie Gilbert Reims,"136 Bd Dauphinot, 51100 Reims",Reims,,,,4.8,140,restaurant,
La ferme des saveurs,"12 Av. Hoche, 51100 Reims",Reims,,,,4,133,restaurant,
Chez Vincent Restaurant buffet,"7 Rue du Loup, 51420 Cernay-lès-Reims",Reims,,,,4.5,5431,restaurant,
le Cabasson,"37 Rue Cérès, 51100 Reims",Reims,,,,4.7,532,restaurant,
Ora,"11 Cr Jean-Baptiste Langlet, 51100 Reims",Reims,,,,4.8,66,restaurant,
Tas’Thé,"7 Pl. Mozart, 51100 Reims",Reims,,,,4.7,55,restaurant,
Le Green Restaurant,"151 Rue Louis Victor de Broglie, 51430 Bezannes",Reims,,,,4.2,408,restaurant,
Moklair Coffee Roasters,"1 Rue Andrieux, 51100 Reims",Reims,,,,4.8,312,brunch-cafe,
Le Clos de Champfleury,"11 Grande Rue, 51500 Champfleury",Reims,,,,4.6,355,restaurant,
Harold La Boutique,"27 Rue de Vesle, Pass. du Commerce, 51100 Reims",Reims,,,,4.4,16,restaurant,
Central Park Café,"5 Pl. Léon Bourgeois, 51100 Reims",Reims,,,,4.5,195,restaurant,
Mumm Moments,"31 Rue du Champ de Mars, 51100 Reims",Reims,,,,4.5,108,restaurant,
La Vertu,"1 Rue Jean-Jacques Rousseau, 51100 Reims",Reims,,,,4.8,58,restaurant,
L'Avvèdeci.,"2T Rue Edouard Mignot, 51100 Reims",Reims,,,,4.9,294,restaurant,
Polychrome | Bar de dégustation Taittinger à Reims,"9 Pl. Saint-Nicaise, 51100 Reims, 51100 Reims",Reims,,,,5,2,restaurant,
"Le Parvis, bar à Champagne, bar à manger, caviste et épicerie fine","2 Rue Rockefeller, 51100 Reims",Reims,,,,4.6,509,restaurant,
"Le Privilè'g, Bar à Champagne et Vins","2 Rue Dieu-Lumière, 51100 Reims",Reims,,,,4.3,52,restaurant,
P'tit Bouillon - LH,"11 Quai de l'Île, 76600 Le Havre",Le Havre,,,,4.7,207,restaurant,
Restaurant l'Horizon,"51 Rue Pierre Semard, 76600 Le Havre",Le Havre,,,,4.7,7739,restaurant,
Taverne Paillette,"22 Rue Georges Braque, 76600 Le Havre",Le Havre,,,,4.5,4005,restaurant,
A l'Ardoise,"85 Quai de Southampton, 76600 Le Havre",Le Havre,,,,4.7,491,restaurant,
L'Anecdote,"5 Rue Saint-Louis, 76600 Le Havre",Le Havre,,,,4.7,1019,restaurant,
Le Grand Quai,"25 Quai de Southampton, 76600 Le Havre",Le Havre,,,,4.5,1562,restaurant,
La Voile Bleue,"58 Rue des Sauveteurs, 76600 Le Havre",Le Havre,,,,4.5,994,restaurant,
L'Atelier,"47 Pl. Jules Ferry, 76600 Le Havre",Le Havre,,,,4.7,290,restaurant,
A Deux Pas d'Ici,"69 Rue Dauphine, 76600 Le Havre",Le Havre,,,,4.7,933,restaurant,
Le Bistrot des Grands Bassins,"23 Bd Amiral Mouchez, 76600 Le Havre",Le Havre,,,,4.5,982,brasserie,
L'Imprévu,"29 Pl. des Halles Centrales, 76600 Le Havre",Le Havre,,,,4.6,274,restaurant,
Restaurant Les Enfants Sages,"20 Rue Gustave Lennier, 76600 Le Havre",Le Havre,,,,4.3,3364,restaurant,
